,Date,User,Tweet,,,,,
3119,2011-10-14 16:37:53+00:00,PacesetEclectic,RT @FamHealthGuide: Natural compound helps reverse diabetes in mice http://t.co/pstMYilU [Washington University School of Medicine],,,,,
3120,2011-10-14 16:23:33+00:00,FamHealthGuide,Natural compound helps reverse diabetes in mice http://t.co/OLzJMvpz [Washington University School of Medicine],,,,,
3121,2011-10-14 16:00:06+00:00,TodaysDiabetes,#Reverse your Type 2 #Diabetes with #Treatment! http://t.co/sYxA1UVr,,,,,
3122,2011-10-14 15:55:12+00:00,Skincareukorg,is it possible to reverse diabetes http://t.co/6KGvbTT5,,,,,
3123,2011-10-14 15:55:09+00:00,smmanagementnow,is it possible to reverse diabetes http://t.co/CTLcFwJe,,,,,
3124,2011-10-14 15:55:09+00:00,acidrefluxukorg,is it possible to reverse diabetes http://t.co/Y96QwyZ2,,,,,
3125,2011-10-14 15:55:09+00:00,Coldsoresukorg,is it possible to reverse diabetes http://t.co/sgmeyo0W,,,,,
3126,2011-10-14 15:55:09+00:00,backPainukorg,is it possible to reverse diabetes http://t.co/xgFXI3dI,,,,,
3127,2011-10-14 14:59:31+00:00,Arthritisjoint,Reverse Diabetes Type 2 naturally http://t.co/dkfezcCo. Please send this on to anyone you know who is suffering or at risk,,,,,
3128,2011-10-14 13:40:34+00:00,DiabetesZen,The Best Way To Reverse Type 2 Diabetes - http://t.co/Spw2t21l,,,,,
3129,2011-10-14 13:33:53+00:00,Poetry_Muse_,Reverse The Effects Of Type 2 Diabetes 3health #fitness #diabetes http://t.co/NllIcQ7U,,,,,
3130,2011-10-14 13:07:01+00:00,FamHealthGuide,Natural compound helps reverse diabetes in mice http://t.co/xC1bNAZm [Washington University School of Medicine],,,,,
3131,2011-10-14 11:25:36+00:00,mysugarfreelife,The safe way to Reverse your diabetes...without drugs! http://t.co/0PgQk7Z5  #diabetes#drugs,,,,,
3132,2011-10-14 09:58:47+00:00,Diabetes4,How To Reverse Type 2 Diabetes - This Is How To Treat Diabetes Type Two The Natural Way!: Diabetes is a fa... http://t.co/KIDP14zT,,,,,
3133,2011-10-14 08:19:23+00:00,DiabetesZen,How To Reverse Type 2 Diabetes - http://t.co/9pKjXEfI,,,,,
3134,2011-10-14 06:24:06+00:00,ElanoraLgwkD,reverse diabetes Study on Insulin for Alzheimers :P http://t.co/R8QvK6ZC,,,,,
3135,2011-10-14 06:24:01+00:00,LovellaKHfmtw,Study on Insulin for Alzheimers http://t.co/ZMhpHlKC reverse diabetes .,,,,,
3136,2011-10-14 05:24:18+00:00,Marinatk8dta,http://t.co/P2XQxHeQ Patients Reverse Type 2 Diabetes and Other Chronic Illnesses Naturally diabetes diet plan !,,,,,
3137,2011-10-14 05:24:06+00:00,ElvaCr4X5n,Patients Reverse Type 2 Diabetes and Other Chronic Illnesses Naturally diabetes diet plan :O http://t.co/d1OmbD1R,,,,,
3138,2011-10-14 04:59:53+00:00,AlokBhinde,"#TheTimesofIndia News:-  Soon, a pill that can reverse diabetes.  http://t.co/XasbJBnB",,,,,
3139,2011-10-14 04:06:20+00:00,ssandy81,"Pre Diabetes Symptoms: 4 Straightforward Tips to Reverse Pre ...: In Correct cases, prediabetic Generally seen a... http://t.co/yTXFB70E",,,,,
3140,2011-10-14 03:24:30+00:00,charlottalove7,It's proven that an all green diet can reverse diabetes and heart disease and prevent cancer. #anotherplus,,,,,
3141,2011-10-14 03:04:01+00:00,moneyfrombeauty,Please take a look at the video on the Reverse Diabetes Programme.(@YouTube http://t.co/ERnDde7W),,,,,
3142,2011-10-14 02:46:05+00:00,DiabetesZen,5th Medical Conference: Beat Reverse Cure Type 2 diabetes naturally without drugs - http://t.co/Fkmm7TrO,,,,,
3143,2011-10-14 02:17:41+00:00,SciAnswers_HS,Naturally occurring compound helps reverse diabetes in mice - Gizmag - Times of... http://t.co/VPiH0nXP #health #snippet,,,,,
3144,2011-10-14 02:13:48+00:00,Passion2Publish,Type 1 diabetes: A simple vaccine already on the market may reverse this incurable disease: http://t.co/iWYxjlRQ,,,,,
3145,2011-10-14 02:13:47+00:00,Passion4Growth,Type 1 diabetes: A simple vaccine already on the market may reverse this incurable disease: http://t.co/FbzdUsi0,,,,,
3146,2011-10-14 02:13:46+00:00,NorlightsPress,Type 1 diabetes: A simple vaccine already on the market may reverse this incurable disease: http://t.co/OTztP4xO,,,,,
3147,2011-10-14 02:12:05+00:00,Passion4Words,Type 1 diabetes: A simple vaccine already on the market may reverse this incurable disease: http://t.co/MCO596LX,,,,,
3148,2011-10-14 02:00:40+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow @ http://t.co/AK5KxBq,,,,,
3149,2011-10-14 01:59:01+00:00,ronman201,"Reverse Diabetes with Super Nutrition,get Off the Dangerous Drugs.500 Recipes For Diabetics,Video Library, http://t.co/8mtPGC2N",,,,,
3150,2011-10-14 01:23:22+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more @ http://t.co/AK5KxBq,,,,,
3151,2011-10-14 00:47:52+00:00,donpenven,Diabetics - learn how alpha lipoic acid will help you to reverse your diabetes without drugs or insulin shots. http://t.co/FFRzUKCz,,,,,
3152,2011-10-14 00:41:47+00:00,donpenven,"Reverse diabetes naturally. Learn how Alpha Lipoic Acid, a low-cost supplement-is used to reverse diabetes: http://t.co/FFRzUKCz",,,,,
3153,2011-10-13 23:42:54+00:00,knowing_insight,diabetes and exerciseâ€¦â€¦. Diabetes and Exercise â€“ Reverse Diabetes Symptoms â€¦â€¦.Reviewsâ€¦..Diabetic Athleteâ€™s Handb... http://t.co/IWFXfN8G,,,,,
3154,2011-10-13 23:42:45+00:00,HAPPENINGS1NOW,diabetes and exerciseâ€¦â€¦. Diabetes and Exercise â€“ Reverse Diabetes Symptoms â€¦â€¦.Reviewsâ€¦..Diabetic Athleteâ€™s Handb... http://t.co/4o3WDgBP,,,,,
3155,2011-10-13 23:42:44+00:00,News2Products,diabetes and exerciseâ€¦â€¦. Diabetes and Exercise â€“ Reverse Diabetes Symptoms â€¦â€¦.Reviewsâ€¦..Diabetic Athleteâ€™s Handb... http://t.co/XmE8s2hJ,,,,,
3156,2011-10-13 22:12:02+00:00,HAPPENINGS1NOW,diabetes and exercise....... Diabetes and Exercise - Reverse Diabetes Symptoms .......Reviews.....Diabetic Athlete http://t.co/YwlYsYVN,,,,,
3157,2011-10-13 21:26:11+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow at http://t.co/AK5KxBq,,,,,
3158,2011-10-13 20:50:01+00:00,TodaysDiabetes,#Reverse your Type 2 #Diabetes with #Treatment! http://t.co/0ztAlVd3,,,,,
3159,2011-10-13 20:42:31+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more at http://t.co/AK5KxBq,,,,,
3160,2011-10-13 20:22:30+00:00,miss_uta,"I'm starting a raw food/juice diet in a few days. Hoping to resemble a young giraffe soon, but first and foremost wanna reverse my diabetes.",,,,,
3161,2011-10-13 19:14:21+00:00,JosephJones83_,Update: How To Reverse Type 2 Diabetes :- Diabetes type 1. http://t.co/O9KBe7UM,,,,,
3162,2011-10-13 18:56:49+00:00,diabetesfreeaid,"http://t.co/McNlJ1B7 Give free information, blog, services and products for diabetics to reverse (pre)diabetes to a energetic health.",,,,,
3163,2011-10-13 15:13:37+00:00,4u2com,4u2 Post: Reverse Diabetes - Tips For Reversing Diabetes http://t.co/Zp9r6ML6,,,,,
3164,2011-10-13 14:45:00+00:00,Herba_Stars,Reverse The Effects Of Type 2 Diabetes 3health #fitness #diabetes http://t.co/25Rih3hI,,,,,
3165,2011-10-13 14:12:07+00:00,michaelhutch66,"End of Lecture, Q & A, Cynthia: Beat & Reverse T2 Diabetes http://t.co/Ji0gEZXx",,,,,
3166,2011-10-13 13:03:35+00:00,SciAnswers_HS,Naturally occurring compound helps reverse diabetes in mice - Gizmag - Times of... http://t.co/VPiH0nXP #health #snippet,,,,,
3167,2011-10-13 12:07:01+00:00,onlinebeautytip,Beauty Tips: 7 Steps to Reverse Diabetes - 7 Steps... http://t.co/rhvZc9si #beautytips,,,,,
3168,2011-10-13 11:47:32+00:00,DiabetesZen,How To Reverse Diabetes Along with Remedies at http://t.co/lpVMB0Sa - http://t.co/Ou7dqn9w,,,,,
3169,2011-10-13 11:16:38+00:00,jayacradia,Naturally occurring compound helps reverse diabetes in  http://t.co/S2fqoXJq,,,,,
3170,2011-10-13 11:02:47+00:00,DiabetesZen,Matt Traverso How To Reverse Diabetes Now Review â€“ How To ... - http://t.co/UGi3kk2W,,,,,
3171,2011-10-13 10:59:26+00:00,Diabetes4,"How to Reverse Diabetes Using Diet, Not Drugs: I often wonder when I see a plate of brown or white things,... http://t.co/chR6c4yL",,,,,
3172,2011-10-13 10:52:44+00:00,luv_top10,(RT) The Diabetes Reversal Report â€“ Natural Diabetes Treatments and Cures For Diabetics: How to Reverse Diabetes ... http://t.co/0ioMLdvR,,,,,
3173,2011-10-13 10:52:43+00:00,luv_top10,(RT) The Diabetes Reversal Report â€“ Natural Diabetes Treatments and Cures For Diabetics: How to Reverse Diabetes ... http://t.co/KH5gzkvB,,,,,
3174,2011-10-13 10:52:04+00:00,wallerhkqmsf,"Research suggests a healthy Mediterranean-style diet can reverse the metabolic syndrome, a group of risk factors that can lead to diabetes",,,,,
3175,2011-10-13 10:50:18+00:00,Entertainwiki,The Diabetes Reversal Report â€“ Natural Diabetes Treatments and Cures For Diabetics: How to Reverse Diabetes Reme... http://t.co/Mr2DkUhu,,,,,
3176,2011-10-13 10:50:17+00:00,ecelticnews,The Diabetes Reversal Report â€“ Natural Diabetes Treatments and Cures For Diabetics: How to Reverse Diabetes Reme... http://t.co/BNvSI2ni,,,,,
3177,2011-10-13 10:50:17+00:00,Entertainwiki,The Diabetes Reversal Report â€“ Natural Diabetes Treatments and Cures For Diabetics: How to Reverse Diabetes Reme... http://t.co/sSGfsr8k,,,,,
3178,2011-10-13 10:50:17+00:00,ecelticnews,The Diabetes Reversal Report â€“ Natural Diabetes Treatments and Cures For Diabetics: How to Reverse Diabetes Reme... http://t.co/cfdrxScx,,,,,
3179,2011-10-13 10:26:34+00:00,DavidEdwar07,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/MxrMvCpL,,,,,
3180,2011-10-13 10:26:30+00:00,acnehowgetit,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/8d1h0z4o,,,,,
3181,2011-10-13 10:26:29+00:00,CELEBRITY_BIG,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/fhEUT5oy,,,,,
3182,2011-10-13 10:26:29+00:00,News2Products,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/jDlLaCS0,,,,,
3183,2011-10-13 10:26:28+00:00,EdwinSFrazier,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/8euxx8Ug,,,,,
3184,2011-10-13 10:26:28+00:00,FredKShrader,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/fxN8clIm,,,,,
3185,2011-10-13 10:26:28+00:00,A_Lot_Happening,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/D7YHGtDW,,,,,
3186,2011-10-13 10:25:57+00:00,acnehowgetit,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/t0hxa85N,,,,,
3187,2011-10-13 10:25:40+00:00,News2Products,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/gvzZv1cR,,,,,
3188,2011-10-13 10:25:40+00:00,CELEBRITY_BIG,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/ahRoudrJ,,,,,
3189,2011-10-13 10:25:39+00:00,FredKShrader,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/QFxwwk8V,,,,,
3190,2011-10-13 10:25:39+00:00,EdwinSFrazier,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/aT0mlhQV,,,,,
3191,2011-10-13 10:25:39+00:00,A_Lot_Happening,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/sowwG6Ej,,,,,
3192,2011-10-13 10:25:39+00:00,DavidEdwar07,A2NEWS: know gold.... Diabetes and Exercise  Reverse Diabetes Symptoms .exercise and diabetes.The New Diabetes Presc... http://t.co/NXjI3Zhc,,,,,
3193,2011-10-13 10:09:08+00:00,MuscleHack,"Dears; this is a new study ""Natural Compound Helps Reverse Diabetes in Mice"" I feel that this would give us muscles on the other hand? #Mice",,,,,
3194,2011-10-13 08:59:53+00:00,data_insight,Diabetes and Exercise â€“ Reverse Diabetes Symptoms â€¦â€¦.exercise and diabetesâ€¦â€¦.The New Diabetes Prescription: The ... http://t.co/6PBqXvQg,,,,,
3195,2011-10-13 08:59:52+00:00,News2Products,Diabetes and Exercise â€“ Reverse Diabetes Symptoms â€¦â€¦.exercise and diabetesâ€¦â€¦.The New Diabetes Prescription: The ... http://t.co/sSzWSTZv,,,,,
3196,2011-10-13 08:59:52+00:00,newsnewsdata,Diabetes and Exercise â€“ Reverse Diabetes Symptoms â€¦â€¦.exercise and diabetesâ€¦â€¦.The New Diabetes Prescription: The ... http://t.co/dYPZynNR,,,,,
3197,2011-10-13 08:59:50+00:00,knowledge_is_it,Diabetes and Exercise â€“ Reverse Diabetes Symptoms â€¦â€¦.exercise and diabetesâ€¦â€¦.The New Diabetes Prescription: The ... http://t.co/5NtfG8VF,,,,,
3198,2011-10-13 08:59:47+00:00,knowledge_is_it,Diabetes and Exercise â€“ Reverse Diabetes Symptoms â€¦â€¦.exercise and diabetesâ€¦â€¦.The New Diabetes Prescription: The ... http://t.co/Mz7phpRe,,,,,
3199,2011-10-13 08:56:10+00:00,knowledge_is_it,Diabetes and Exercise - Reverse Diabetes Symptoms .......exercise and diabetes.......The New Diabetes Prescription: The http://t.co/zm5FCYWl,,,,,
3200,2011-10-13 07:30:27+00:00,sxyasnmom,"Want to reverse your diabetes, like I did?",,,,,
3201,2011-10-13 05:00:55+00:00,blinkhealthy,Diabetes Type 2 - A Diabetic Meal Plan Can Reverse Your Diabetes http://t.co/gK6yyHf6,,,,,
3202,2011-10-13 03:56:26+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow @ http://t.co/AK5KxBq,,,,,
3203,2011-10-13 03:21:09+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more @ http://t.co/AK5KxBq,,,,,
3204,2011-10-13 00:50:09+00:00,ronman201,"Reverse Diabetes with Super Nutrition,get Off the Dangerous Drugs.500 Recipes For Diabetics,Video Library, http://t.co/8mtPGC2N",,,,,
3205,2011-10-13 00:48:21+00:00,DiabeteDietPlan,Reverse Diabetes Today Scam,,,,,
3206,2011-10-12 23:36:17+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow at http://t.co/AK5KxBq,,,,,
3207,2011-10-12 22:50:30+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please read more at http://t.co/AK5KxBq,,,,,
3208,2011-10-12 21:54:20+00:00,ronman201,"Diabetes can be Reverse with Super Nutrition,Get Off the Dangerous Drugs. 500 Recipes For Diabetics, Video Library, http://t.co/8mtPGC2N",,,,,
3209,2011-10-12 21:54:12+00:00,DiabetesBuzz9,RT @Know_Is_Power Blood Type Eating Chartâ€¦â€¦Reverse Type 2 Diabetes Through Weight Lossâ€¦â€¦â€¦Reviewsâ€¦..The Best Life Guide to Managing......,,,,,
3210,2011-10-12 21:53:23+00:00,CELEBRITY_BIG,Blood Type Eating Chartâ€¦â€¦Reverse Type 2 Diabetes Through Weight Lossâ€¦â€¦â€¦Reviewsâ€¦..The Best Life Guide to Managing... http://t.co/1R2XSsV7,,,,,
3211,2011-10-12 21:53:22+00:00,knowing_insight,Blood Type Eating Chartâ€¦â€¦Reverse Type 2 Diabetes Through Weight Lossâ€¦â€¦â€¦Reviewsâ€¦..The Best Life Guide to Managing... http://t.co/GXAx49ck,,,,,
3212,2011-10-12 21:53:21+00:00,power_of_info,Blood Type Eating Chartâ€¦â€¦Reverse Type 2 Diabetes Through Weight Lossâ€¦â€¦â€¦Reviewsâ€¦..The Best Life Guide to Managing... http://t.co/zIHCFt5G,,,,,
3213,2011-10-12 21:53:18+00:00,info_and_power,Blood Type Eating Chartâ€¦â€¦Reverse Type 2 Diabetes Through Weight Lossâ€¦â€¦â€¦Reviewsâ€¦..The Best Life Guide to Managing... http://t.co/eFbOmy3E,,,,,
3214,2011-10-12 21:53:17+00:00,News2Products,Blood Type Eating Chartâ€¦â€¦Reverse Type 2 Diabetes Through Weight Lossâ€¦â€¦â€¦Reviewsâ€¦..The Best Life Guide to Managing... http://t.co/ZKs9o1Rh,,,,,
3215,2011-10-12 21:53:14+00:00,info_is_power,Blood Type Eating Chartâ€¦â€¦Reverse Type 2 Diabetes Through Weight Lossâ€¦â€¦â€¦Reviewsâ€¦..The Best Life Guide to Managing... http://t.co/wGvHguBk,,,,,
3216,2011-10-12 21:53:13+00:00,HAPPENINGS1NOW,Blood Type Eating Chartâ€¦â€¦Reverse Type 2 Diabetes Through Weight Lossâ€¦â€¦â€¦Reviewsâ€¦..The Best Life Guide to Managing... http://t.co/VFSQh3ox,,,,,
3217,2011-10-12 21:35:41+00:00,Muse_Poetry,Reverse The Effects Of Type 2 Diabetes 3health #fitness #diabetes http://t.co/7xTsEP4x,,,,,
3218,2011-10-12 21:21:28+00:00,ronman201,"Reverse Diabetes with Super Nutrition,get Off the Dangerous Drugs.500 Recipes For Diabetics,Video Library, http://t.co/8mtPGC2N",,,,,
3219,2011-10-12 21:07:12+00:00,BioSTL,RT @wustlmedschool: Washington U. scientists reverse effects of type 2 diabetes in mice with natural compound http://t.co/Eis3z748...,,,,,
3220,2011-10-12 20:47:58+00:00,Mypinoylife,Reverse Type 2 Diabetes in 10 Steps Ebook http://t.co/uYwWcjYb,,,,,
3221,2011-10-12 20:14:27+00:00,ScottJimm,Natural Compound Helps Reverse Type 2 Diabetes in Mice | diabetes: The researchers triggered the onset of Type 2... http://t.co/LYOBSg2X,,,,,
3222,2011-10-12 19:21:23+00:00,RawFoodRepair,Can a raw and vegan lifestyle reverse diabetes? http://t.co/cuqu7oIZ,,,,,
3223,2011-10-12 18:24:03+00:00,DoloresurntkW,Snookis Dramatic Weight Loss [PHOTOS] reverse diabetes http://t.co/oVxDSeAa,,,,,
3224,2011-10-12 18:23:58+00:00,ElvaCr4X5n,reverse diabetes . Snookis Dramatic Weight Loss [PHOTOS] http://t.co/7F59daOK,,,,,
3225,2011-10-12 18:20:02+00:00,Kidneyukorg,is it possible to reverse diabetes http://t.co/E3miONJl,,,,,
3226,2011-10-12 18:07:55+00:00,4Diabetes,Matt Traverso How To Reverse Diabetes Now Review â€“ How To ...: All it takes is often a copy of How to Reverse Di... http://t.co/6AWbPduo,,,,,
3227,2011-10-12 17:50:24+00:00,sunnyskystar,Matt Traverso How To Reverse Diabetes Now Review â€“ How To ...: All it takes is often a copy of How to Reverse Di... http://t.co/nDI9LshG,,,,,
3228,2011-10-12 17:30:11+00:00,DailyRFT,Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice http://t.co/wZP2hMHi,,,,,
3229,2011-10-12 17:00:25+00:00,diabeticmart,Wash. U. Scientists Reverse Effects of Type 2 Diabetes... http://t.co/zwkGd7aL  #diabetes,,,,,
3230,2011-10-12 16:15:03+00:00,WUSTLnews,RT @wustlmedschool: #WUSTL scientists reverse effects of type 2 diabetes in mice with natural compound @RiverfrontTimes http://t.co/QdzerLiB,,,,,
3231,2011-10-12 15:10:03+00:00,TodaysDiabetes,#Reverse your Type 2 #Diabetes with #Treatment! http://t.co/iNVYWc0N,,,,,
3232,2011-10-12 14:49:12+00:00,SciAnswers_HS,Naturally occurring compound helps reverse diabetes in mice - Gizmag - Times of... http://t.co/VPiH0nXP #health #snippet,,,,,
3233,2011-10-12 14:39:30+00:00,Coldsoresukorg,is it possible to reverse diabetes http://t.co/sgmeyo0W,,,,,
3234,2011-10-12 14:37:41+00:00,diabetrelief,Breaking News &gt,&gt, Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice http://t.co/qZ6SE1pB,,,
3235,2011-10-12 14:34:10+00:00,ssandy81,Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: But when the scientists injected NMN into the... http://t.co/ZwA4L1wi,,,,,
3236,2011-10-12 14:29:08+00:00,beautyole,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: ""But we hope someday to use the treatment to ... http://t.co/AyIrMldS",,,,,
3237,2011-10-12 14:21:50+00:00,Skincareukorg,is it possible to reverse diabetes http://t.co/6KGvbTT5,,,,,
3238,2011-10-12 14:20:17+00:00,diabetrelief,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: By Aimee Levitt Wed., Oct. 12 2011 at 7:30 AM... http://t.co/ygvNkCHS",,,,,
3239,2011-10-12 14:14:30+00:00,diabetrelief,Breaking News &gt,&gt, Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice http://t.co/5dlf5FN3,,,
3240,2011-10-12 14:10:37+00:00,diabetrelief,Breaking News &gt,&gt, Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice http://t.co/okvc2RbB,,,
3241,2011-10-12 14:09:44+00:00,WUSTLmed,Washington U. scientists reverse effects of type 2 diabetes in mice with natural compound http://t.co/ozNxPNB7 #wustlmedschool,,,,,
3242,2011-10-12 14:05:23+00:00,backPainukorg,is it possible to reverse diabetes http://t.co/xgFXI3dI,,,,,
3243,2011-10-12 14:05:08+00:00,healthstomp,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: Four years ago, theâ€¦ http://t.co/p0IFiMGn",,,,,
3244,2011-10-12 13:50:01+00:00,artlovertoo,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: By Aimee Levitt Wed., Oct. 12 2011 at 7:30 AM... http://t.co/FrVDK8E4",,,,,
3245,2011-10-12 13:50:01+00:00,AngieHarington,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: By Aimee Levitt Wed., Oct. 12 2011 at 7:30 AM... http://t.co/8x4wmJad",,,,,
3246,2011-10-12 13:49:11+00:00,ScottJimm,Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: Imai is still trying to figure out why.) Imai... http://t.co/FAUFusBX,,,,,
3247,2011-10-12 13:23:04+00:00,mysugarfreelife,The safe way to Reverse your diabetes...without drugs! http://t.co/0PgQk7Z5  #diabetes#drugs,,,,,
3248,2011-10-12 13:21:44+00:00,prasadgurjar888,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: By Aimee Levitt Wed., Oct. 12 2011 at 7:30 AM... http://t.co/IHWN7EYR",,,,,
3249,2011-10-12 13:14:31+00:00,4Diabetes,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: By Aimee Levitt Wed., Oct. 12 2011 at 7:30 AM... http://t.co/vG5tnip6",,,,,
3250,2011-10-12 13:10:55+00:00,brihunt,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: By Aimee Levitt Wed., Oct. 12 2011 at 7:30 AM... http://t.co/5FC8lZb2",,,,,
3251,2011-10-12 13:05:24+00:00,acidrefluxukorg,is it possible to reverse diabetes http://t.co/Y96QwyZ2,,,,,
3252,2011-10-12 13:01:39+00:00,claarahburbank3,Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: The researchers' main focus has been aging an... http://t.co/dK1Cg7FF,,,,,
3253,2011-10-12 12:49:38+00:00,ericmarian,"Wash. U. Scientists Reverse Effects of Type 2 Diabetes -- in Mice: By Aimee Levitt Wed., Oct. 12 2011 at 7:30 AM... http://t.co/FORalwDl",,,,,
3254,2011-10-12 12:22:33+00:00,michaelhutch66,2.7 Death to Diabetes (Reverse/Cure T2 Diabetes) 2.7-2.8 Lecture http://t.co/SYccbnx2,,,,,
3255,2011-10-12 12:04:05+00:00,smmanagementnow,is it possible to reverse diabetes http://t.co/CTLcFwJe,,,,,
3256,2011-10-12 11:04:07+00:00,Yolanda0YXE4M,treatment for diabetes http://t.co/atA6AD9W Treatment For Diabetes  Reverse Symptoms Naturally,,,,,
3257,2011-10-12 11:04:00+00:00,LovellaKHfmtw,http://t.co/XHZwl8OM . treatment for diabetes Treatment For Diabetes  Reverse Symptoms Naturally,,,,,
3258,2011-10-12 08:47:14+00:00,smokepd,Naturally occurring compound helps reverse diabetes in  http://t.co/IfvLb5qc,,,,,
3259,2011-10-12 06:04:57+00:00,Diabetes4,"Can You Reverse Diabetes And Restore Your Health, Naturally?: Diabetes is a disease that can affect just a... http://t.co/gGo3LaDi",,,,,
3260,2011-10-12 02:04:55+00:00,michaelhutch66,Death to Diabetes Diet Cookbook PDF: Beat & Reverse Type 2 Diabetes http://t.co/2Em7F5mq,,,,,
3261,2011-10-12 01:55:23+00:00,ronman201,"Reverse Diabetes with Super Nutrition,get Off the Dangerous Drugs.500 Recipes For Diabetics,Video Library, http://t.co/8mtPGC2N",,,,,
3262,2011-10-12 01:46:55+00:00,PKRESTEAMS,New post: Reverse Warning Signs of Diabetes  http://t.co/enVtqNYN,,,,,
3263,2011-10-12 01:46:18+00:00,ronman201,"Diabetes can be Reverse with Super Nutrition, 500 Recipes For Diabetics, Get Off the Dangerous Drugs. Video Library, http://t.co/8mtPGC2N",,,,,
3264,2011-10-12 00:54:41+00:00,ronman201,"Diabetes can Reverse with Super Nutrition, 500 Recipes For Diabetics, Get Off the Dangerous Drugs. Video Library, http://t.co/8mtPGC2N",,,,,
3265,2011-10-12 00:50:17+00:00,DiabetesBuzz9,RT @HBPdiet Pre Diabetes Symptoms: 4 Straightforward Tips to Reverse Pre Diabetes Naturally,,,,,
3266,2011-10-12 00:49:22+00:00,HBPdiet,Pre Diabetes Symptoms: 4 Straightforward Tips to Reverse Pre Diabetes Naturally,,,,,
3267,2011-10-12 00:20:21+00:00,Herba_Stars,Reverse The Effects Of Type 2 Diabetes 3health #fitness #diabetes http://t.co/25Rih3hI,,,,,
3268,2011-10-11 23:51:41+00:00,michaelhutch66,"End of Lecture, Q & A, Cynthia: Beat & Reverse T2 Diabetes http://t.co/Ji0gEZXx",,,,,
3269,2011-10-11 23:50:07+00:00,Diabetes4,2 Easy Steps to Reverse Your Diabetes: Your blood sugar reading is a good example of overall balanced nutr... http://t.co/ZqsAdMet,,,,,
3270,2011-10-11 22:15:35+00:00,RakeshSethi1,How to control and even reverse diabetes? Natural Home Remedies & Diet for Diabetics... Please follow @ http://t.co/AK5KxBq,,,,,
3271,2011-10-11 21:46:17+00:00,acidrefluxukorg,is it possible to reverse diabetes http://t.co/Y96QwyZ2,,,,,
